9784873119250,51,1605061977.861217
9784873119250,52,1605061982.864083
9784873119250,53,1605061987.866952
9784873119250,54,1605061992.869661
9784873119250,55,1605061997.870552
9784873119250,56,1605062002.871776
9784873119250,57,1605062007.872707
9784873119250,58,1605062012.873215
9784873119250,59,1605062017.874497
9784873119250,60,1605062022.875177
9784873119250,61,1605062027.875695
9784873119250,62,1605062032.880742
9784873119250,63,1605062037.88531
9784873119250,64,1605062042.887286
9784873119250,65,1605062047.892501
9784873119250,66,1605062052.895724
9784873119250,67,1605062057.900774
9784873119250,68,1605062062.904212
1923034024004,51,1605062073.191475
1923034024004,52,1605062078.194492
1923034024004,53,1605062083.199004
1923034024004,54,1605062088.195724
1923034024004,55,1605062093.196965
1923034024004,56,1605062098.199917
1923034024004,57,1605062103.204044
1923034024004,58,1605062108.204281
1923034024004,59,1605062113.20828
1923034024004,60,1605062118.213369
1923034024004,61,1605062123.217617
1923034024004,62,1605062128.22041
1923034024004,63,1605062133.220764
1923034024004,64,1605062138.223191
1923034024004,65,1605062143.228656
1923034024004,66,1605062148.229892
1923034024004,67,1605062153.233396
1923034024004,68,1605062158.235132
1923034024004,69,1605062163.2359
1923034024004,70,1605062168.241333
1923034024004,71,1605062173.246126
1923034024004,72,1605062178.248992
4943765050063,51,1605062185.616673
4943765050063,52,1605062190.618478
4943765050063,53,1605062195.624099
4943765050063,54,1605062200.625394
4943765050063,55,1605062205.626401
4943765050063,56,1605062210.630947
4943765050063,57,1605062215.636475
4943765050063,58,1605062220.640776
4943765050063,59,1605062225.645664
4943765050063,60,1605062230.650196
4943765050063,61,1605062235.654591
4943765050063,62,1605062240.656637
4943765050063,63,1605062245.657754
4943765050063,64,1605062250.663001
4943765050063,65,1605062255.66377
4943765050063,66,1605062260.66804
4943765050063,67,1605062265.673319
aaaa,2502,1605667666.312903
aaa,2502,1605675799.254137
a,q ',1605676899.419522
a,a,1605676911.142751
aaaa,ae,1605677107.027763
aaa,"“~ x 7
a 2.",1605677529.698467
aaaaa,.,1605677821.140407
